,startFrame,endFrame,startPointX,startPointY,endPointX,endPointY,angle,duration
435,4997,5018,382.19,625.08,389.18,672.43,1.424230827203111,0.7
436,5064,5087,437.21,623.02,460.54,653.21,0.9128794408031088,0.7666666666666667
437,5121,5147,418.0,621.65,431.73,661.45,1.238605229365044,0.8666666666666667
438,5197,5217,457.8,614.79,468.78,649.1,1.2610722314365523,0.6666666666666666
439,5269,5291,466.03,601.07,486.62,625.77,0.8758987832294405,0.7333333333333333
440,5923,5945,217.65,361.33,203.92,320.16,-1.892692611298348,0.7333333333333333
442,6059,6084,214.9,328.39,181.97,299.57,-2.422655168694066,0.8333333333333334
443,2338,2357,303.995,571.375,329.07,538.31,-0.921969582157268,0.6333333333333333
445,2737,2772,685.6,836.7,738.9,824.6,-0.2232333118744905,1.1666666666666667
446,2847,2892,685.6,820.2,735.1,826.4,0.1246036270627705,1.5
447,3002,3028,267.095,431.335,245.58,353.93,-1.841906416330596,0.8666666666666667
449,3611,3627,737.1,309.0,699.8499999999999,298.4,-2.8643570126261317,0.5333333333333333
450,2357,2398,685.37,865.83,732.5450000000001,908.63,0.7368118131037796,1.3666666666666667
451,2564,2595,700.2,844.3,718.7,871.4,0.9718051545645958,1.0333333333333334
452,2641,2660,649.4,674.7,668.1,714.9,1.1353954914790216,0.6333333333333333
454,3150,3175,438.675,364.07,475.6,359.0,-0.1364521179949943,0.8333333333333334
455,3498,3549,1216.54,671.74,1268.275,650.8299999999999,-0.3841004314220694,1.7
457,4838,4865,246.46,299.16,212.16,281.32,-2.6619815696347584,0.9
459,1429,1457,476.7000000000001,120.465,508.4,116.7,-0.1182159307623234,0.9333333333333332
460,2030,2070,633.36,872.35,678.23,875.15,0.0623216848991366,1.3333333333333333
461,2168,2184,9.0,387.5,3.495,413.26,1.7813328598206468,0.5333333333333333
463,2412,2438,715.21,404.77,701.78,450.86,1.8543321392676748,0.8666666666666667
465,2563,2583,163.08,414.76,178.06,437.11,0.9803197565391668,0.6666666666666666
467,2666,2683,179.81,422.51,185.515,452.47,1.3826285041183766,0.5666666666666667
469,2946,2966,640.5,269.5,645.82,298.995,1.3923454552662284,0.6666666666666666
472,3420,3438,653.4,286.1,659.1,314.0,1.3692685590595617,0.6
474,3608,3683,377.8,106.5,410.1,45.0,-1.087190003303162,2.5
475,3701,3754,1241.8,668.8,1301.065,671.7249999999999,0.0493145783520815,1.7666666666666666
477,3909,3925,566.66,248.93,570.3499999999999,284.5,1.4674269760971352,0.5333333333333333
478,3991,4021,463.23,569.89,439.96,511.87,-1.952223568665978,1.0
482,4771,4795,713.0,374.5,724.44,411.03,1.2673036789161545,0.8
483,4864,4892,758.0,735.0,752.91,703.87,-1.7328700152044385,0.9333333333333332
486,5049,5070,263.96,347.28,233.54,328.27,-2.583052438154557,0.7
487,5126,5142,246.3,362.0,214.665,341.64,-2.5697361122660403,0.5333333333333333
488,5203,5226,224.77,360.82,191.125,367.85,2.9356098180201675,0.7666666666666667
489,5325,5358,655.5,724.0,697.185,681.5,-0.7950789205399321,1.1
490,5388,5405,738.2,404.1,759.025,429.485,0.8837596551022351,0.5666666666666667
492,5546,5562,546.55,221.29,542.94,259.095,1.6659976820636544,0.5333333333333333
494,6437,6476,269.79,180.18,264.3,121.17,-1.663564368526064,1.3
495,6501,6517,777.85,214.295,797.38,242.315,0.962085183022462,0.5333333333333333
496,6873,6910,482.7,547.25,436.6766666666667,506.29,-2.414339261031224,1.2333333333333334
497,6994,7059,781.1,674.6,833.655,706.7149999999999,0.5485224639357693,2.1666666666666665
498,7126,7152,744.9,211.1,768.38,255.79,1.0870380145760217,0.8666666666666667
499,7616,7672,856.925,667.35,917.835,696.38,0.4447569164149166,1.8666666666666667
500,8553,8589,1316.015,770.02,1372.85,798.05,0.4581783621938382,1.2
